CustomerEmail,First Name,Last Name,Phone,Region,Registration Date,OptOut
customer793@yahoo.com,Jane,López,555.123.4567,North America,2020-03-02,0
customer112@yahoo.com,Mike,González,,europe,2020-03-02,1
customer487@yahoo.com,Sarah,Wang,,US,2020-03-02,0
customer326@company.com,Alex,Kim,5551234567,Europe,2020-03-02,0
customer541@yahoo.com,Chris,Mensah,+44 20 7946 0958,us,2020-03-03,1
customer646@yahoo.com,Ama,Asante,,USA,2020-03-03,0
customer578@company.com,Kofi,Boateng,5551234567,europe,2020-03-03,1
customer64@yahoo.com,Evans,Smith,020 7946 0958,us,2020-03-03,0
customer291@gmail.com,Abena,Johnson,020 7946 0958,EMEA,2020-03-03,0
customer24@gmail.com,Kwame,Williams,5551234567,apac,2020-03-03,0
customer548@company.com,Akosua,Brown,+1 (555) 123-4567,apac,2020-03-04,0
customer0@gmail.com,Yaw,Jones,555.123.4567,eu,2020-03-04,0
customer548@company.com,Maria,Garcia,5551234567,N/A,2020-03-04,0
customer140@company.com,José,Martínez,+81-3-1234-5678,APAC,2020-03-04,0
customer743@company.com,André,Díaz,+81-3-1234-5678,europe,2020-03-04,0
customer647@company.com,Léa,López,5551234567,united states,2020-03-04,0
customer187@yahoo.com,François,González,,us,2020-03-05,0
customer127@yahoo.com,Müller,Wang,5551234567,Asia Pacific,2020-03-05,1
customer200@company.com,O'Brien,Kim,555.123.4567,us,2020-03-05,0
customer126@gmail.com,John,Mensah,+44 20 7946 0958,EMEA,2020-03-05,0
customer256@yahoo.com,Jane,Asante,,eu,2020-03-05,0
customer675@gmail.com,Mike,Boateng,020 7946 0958,Asia Pacific,2020-03-05,0
customer546@gmail.com,Sarah,Smith,+44 20 7946 0958,USA,2020-03-06,0
customer193@yahoo.com,Alex,Johnson,invalid-phone,APAC,2020-03-06,0
customer702@gmail.com,Chris,Williams,invalid-phone,,2020-03-06,0
customer103@yahoo.com,Ama,Brown,+44 20 7946 0958,USA,2020-03-06,0
customer534@gmail.com,Kofi,Jones,+44 20 7946 0958,Europe,2020-03-06,0
customer264@gmail.com,Evans,Garcia,020 7946 0958,Europe,2020-03-06,0
missing@,Abena,Martínez,555.123.4567,AP,2020-03-07,0
customer383@company.com,Kwame,Díaz,+81-3-1234-5678,USA,2020-03-07,0
customer259@yahoo.com,Akosua,López,+81-3-1234-5678,USA,2020-03-07,0
customer413@company.com,Yaw,González,+1 (555) 123-4567,EMEA,2020-03-07,0
customer357@gmail.com,Maria,Wang,+81-3-1234-5678,USA,2020-03-07,0
customer74@company.com,José,Kim,+44 20 7946 0958,,2020-03-07,0
customer354@gmail.com,André,Mensah,+1 (555) 123-4567,Asia,2020-03-08,0
customer583@yahoo.com,Léa,Asante,,apac,2020-03-08,0
customer770@company.com,François,Boateng,020 7946 0958,USA,2020-03-08,0
customer187@yahoo.com,Müller,Smith,invalid-phone,united states,2020-03-08,0
customer684@gmail.com,O'Brien,Johnson,+1 (555) 123-4567,Asia Pacific,2020-03-08,0
customer289@yahoo.com,John,Williams,+81-3-1234-5678,united states,2020-03-08,0
customer44@company.com,Jane,Brown,5551234567,APAC,2020-03-09,0
customer572@company.com,Mike,Jones,+1 (555) 123-4567,APAC,2020-03-09,0
customer82@yahoo.com,Sarah,Garcia,invalid-phone,eu,2020-03-09,0
customer122@company.com,Alex,Martínez,+1 (555) 123-4567,us,2020-03-09,0
customer357@gmail.com,Chris,Díaz,+44 20 7946 0958,Europe,2020-03-09,0
customer527@company.com,Ama,López,+44 20 7946 0958,europe,2020-03-09,1
customer65@company.com,Kofi,González,555.123.4567,europe,2020-03-10,0
customer656@company.com,Evans,Wang,+81-3-1234-5678,,2020-03-10,0
customer374@company.com,Abena,Kim,+1 (555) 123-4567,N/A,2020-03-10,0
customer161@company.com,Kwame,Mensah,+1 (555) 123-4567,us,2020-03-10,0
customer745@yahoo.com,Akosua,Asante,020 7946 0958,US,2020-03-10,0
customer379@yahoo.com,Yaw,Boateng,020 7946 0958,AP,2020-03-10,0
customer655@yahoo.com,Maria,Smith,555.123.4567,North America,2020-03-11,0
customer357@gmail.com,José,Johnson,555.123.4567,US,2020-03-11,0
customer187@yahoo.com,André,Williams,5551234567,EMEA,2020-03-11,0
customer321@gmail.com,Léa,Brown,invalid-phone,us,2020-03-11,1
customer449@company.com,François,Jones,020 7946 0958,united states,2020-03-11,1
customer473@company.com,Müller,Garcia,5551234567,eu,2020-03-11,0
customer12@gmail.com,O'Brien,Martínez,020 7946 0958,USA,2020-03-12,0
customer183@gmail.com,John,Díaz,invalid-phone,Asia Pacific,2020-03-12,0
customer110@company.com,Jane,López,,N/A,2020-03-12,0
customer507@gmail.com,Mike,González,555.123.4567,europe,2020-03-12,0
customer289@yahoo.com,Sarah,Wang,+44 20 7946 0958,,2020-03-12,0
customer294@gmail.com,Alex,Kim,+1 (555) 123-4567,,2020-03-12,0
customer450@gmail.com,Chris,Mensah,,US,2020-03-13,1
customer214@yahoo.com,Ama,Asante,5551234567,us,2020-03-13,0
customer631@yahoo.com,Kofi,Boateng,+81-3-1234-5678,us,2020-03-13,0
customer566@company.com,Evans,Smith,555.123.4567,AP,2020-03-13,0
customer26@company.com,Abena,Johnson,+44 20 7946 0958,apac,2020-03-13,0
customer629@company.com,Kwame,Williams,020 7946 0958,North America,2020-03-13,0
customer732@gmail.com,Akosua,Brown,020 7946 0958,Europe,2020-03-14,0
customer230@company.com,Yaw,Jones,+1 (555) 123-4567,N/A,2020-03-14,0
customer564@gmail.com,Maria,Garcia,555.123.4567,USA,2020-03-14,0
customer320@company.com,José,Martínez,+1 (555) 123-4567,,2020-03-14,0
customer232@yahoo.com,André,Díaz,+1 (555) 123-4567,us,2020-03-14,0
customer669@gmail.com,Léa,López,5551234567,united states,2020-03-14,0
customer436@yahoo.com,François,González,555.123.4567,EU,2020-03-15,0
customer780@gmail.com,Müller,Wang,+81-3-1234-5678,EU,2020-03-15,0
customer532@yahoo.com,O'Brien,Kim,555.123.4567,,2020-03-15,0
customer402@gmail.com,John,Mensah,+81-3-1234-5678,united states,2020-03-15,0
customer52@yahoo.com,Jane,Asante,020 7946 0958,Europe,2020-03-15,0
customer786@gmail.com,Mike,Boateng,invalid-phone,eu,2020-03-15,1
customer312@gmail.com,Sarah,Smith,,Asia,2020-03-16,0
customer280@yahoo.com,Alex,Johnson,5551234567,united states,2020-03-16,0
customer725@company.com,Chris,Williams,+81-3-1234-5678,APAC,2020-03-16,0
customer30@gmail.com,Ama,Brown,+81-3-1234-5678,North America,2020-03-16,0
customer336@gmail.com,Kofi,Jones,+1 (555) 123-4567,apac,2020-03-16,0
customer182@company.com,Evans,Garcia,5551234567,,2020-03-16,0
customer22@yahoo.com,Abena,Martínez,020 7946 0958,eu,2020-03-17,0
customer543@gmail.com,Kwame,Díaz,+81-3-1234-5678,EMEA,2020-03-17,0
customer445@yahoo.com,Akosua,López,+1 (555) 123-4567,united states,2020-03-17,1
customer73@yahoo.com,Yaw,González,5551234567,US,2020-03-17,0
customer9@gmail.com,Maria,Wang,invalid-phone,Asia,2020-03-17,0
customer483@gmail.com,José,Kim,5551234567,N/A,2020-03-17,1
customer455@company.com,André,Mensah,5551234567,EMEA,2020-03-18,0
customer565@yahoo.com,Léa,Asante,+1 (555) 123-4567,eu,2020-03-18,0
customer563@company.com,François,Boateng,+1 (555) 123-4567,EMEA,2020-03-18,0
customer659@company.com,Müller,Smith,5551234567,EU,2020-03-18,0
customer159@gmail.com,O'Brien,Johnson,555.123.4567,EU,2020-03-18,0
customer13@yahoo.com,John,Williams,+81-3-1234-5678,US,2020-03-18,0
customer177@gmail.com,Jane,Brown,020 7946 0958,Asia Pacific,2020-03-19,0
customer411@gmail.com,Mike,Jones,+44 20 7946 0958,North America,2020-03-19,0
customer52@yahoo.com,Sarah,Garcia,555.123.4567,APAC,2020-03-19,0
customer407@company.com,Alex,Martínez,+44 20 7946 0958,EMEA,2020-03-19,0
customer21@gmail.com,Chris,Díaz,+44 20 7946 0958,,2020-03-19,0
customer29@company.com,Ama,López,,EMEA,2020-03-19,1
customer702@gmail.com,Kofi,González,555.123.4567,USA,2020-03-20,0
customer259@yahoo.com,Evans,Wang,020 7946 0958,,2020-03-20,1
customer204@gmail.com,Abena,Kim,+44 20 7946 0958,us,2020-03-20,1
customer58@yahoo.com,Kwame,Mensah,invalid-phone,AP,2020-03-20,0
customer470@company.com,Akosua,Asante,,Asia,2020-03-20,0
customer775@yahoo.com,Yaw,Boateng,555.123.4567,united states,2020-03-20,0
customer465@gmail.com,Maria,Smith,invalid-phone,USA,2020-03-21,0
customer11@company.com,José,Johnson,+44 20 7946 0958,us,2020-03-21,0
customer630@gmail.com,André,Williams,020 7946 0958,EU,2020-03-21,0
customer289@yahoo.com,Léa,Brown,,EU,2020-03-21,0
customer759@gmail.com,François,Jones,020 7946 0958,europe,2020-03-21,1
customer353@company.com,Müller,Garcia,+1 (555) 123-4567,EU,2020-03-21,1
customer638@company.com,O'Brien,Martínez,5551234567,Asia,2020-03-22,0
customer74@company.com,John,Díaz,invalid-phone,APAC,2020-03-22,0
customer715@yahoo.com,Jane,López,+1 (555) 123-4567,EMEA,2020-03-22,0
customer560@company.com,Mike,González,+44 20 7946 0958,eu,2020-03-22,0
customer590@company.com,Sarah,Wang,555.123.4567,,2020-03-22,0
customer440@company.com,Alex,Kim,555.123.4567,,2020-03-22,0
customer240@gmail.com,Chris,Mensah,invalid-phone,Europe,2020-03-23,0
customer153@gmail.com,Ama,Asante,5551234567,apac,2020-03-23,1
customer785@company.com,Kofi,Boateng,555.123.4567,US,2020-03-23,0
customer95@company.com,Evans,Smith,+81-3-1234-5678,APAC,2020-03-23,0
customer725@company.com,Abena,Johnson,555.123.4567,Asia Pacific,2020-03-23,0
customer293@company.com,Kwame,Williams,,US,2020-03-23,0
customer208@yahoo.com,Akosua,Brown,,Europe,2020-03-24,0
customer342@gmail.com,Yaw,Jones,,Asia Pacific,2020-03-24,1
customer87@gmail.com,Maria,Garcia,+44 20 7946 0958,eu,2020-03-24,0
customer775@yahoo.com,José,Martínez,+81-3-1234-5678,AP,2020-03-24,0
customer389@company.com,André,Díaz,,,2020-03-24,0
customer324@gmail.com,Léa,López,+81-3-1234-5678,apac,2020-03-24,0
customer156@gmail.com,François,González,,eu,2020-03-25,0
customer667@yahoo.com,Müller,Wang,5551234567,USA,2020-03-25,0
customer650@company.com,O'Brien,Kim,020 7946 0958,united states,2020-03-25,0
customer632@company.com,John,Mensah,5551234567,,2020-03-25,0
customer576@gmail.com,Jane,Asante,invalid-phone,USA,2020-03-25,0
customer618@gmail.com,Mike,Boateng,invalid-phone,North America,2020-03-25,0
customer658@yahoo.com,Sarah,Smith,+44 20 7946 0958,US,2020-03-26,1
customer136@yahoo.com,Alex,Johnson,invalid-phone,US,2020-03-26,0
customer673@yahoo.com,Chris,Williams,5551234567,united states,2020-03-26,0
customer427@yahoo.com,Ama,Brown,invalid-phone,EMEA,2020-03-26,0
customer451@yahoo.com,Kofi,Jones,+44 20 7946 0958,united states,2020-03-26,0
customer611@company.com,Evans,Garcia,+1 (555) 123-4567,North America,2020-03-26,0
customer140@company.com,Abena,Martínez,+44 20 7946 0958,North America,2020-03-27,0
customer82@yahoo.com,Kwame,Díaz,+81-3-1234-5678,,2020-03-27,0
customer176@company.com,Akosua,López,555.123.4567,Asia,2020-03-27,1
customer197@company.com,Yaw,González,5551234567,APAC,2020-03-27,0
customer623@company.com,Maria,Wang,020 7946 0958,USA,2020-03-27,1
customer567@gmail.com,José,Kim,555.123.4567,eu,2020-03-27,0
customer690@gmail.com,André,Mensah,+81-3-1234-5678,us,2020-03-28,1
customer420@gmail.com,Léa,Asante,5551234567,Europe,2020-03-28,0
customer400@yahoo.com,François,Boateng,invalid-phone,Asia Pacific,2020-03-28,0
customer697@yahoo.com,Müller,Smith,020 7946 0958,Asia Pacific,2020-03-28,1
customer470@company.com,O'Brien,Johnson,+44 20 7946 0958,europe,2020-03-28,0
customer217@yahoo.com,John,Williams,555.123.4567,EU,2020-03-28,1
customer728@company.com,Jane,Brown,,US,2020-03-29,0
customer631@yahoo.com,Mike,Jones,5551234567,europe,2020-03-29,0
customer174@gmail.com,Sarah,Garcia,+44 20 7946 0958,us,2020-03-29,0
customer22@yahoo.com,Alex,Martínez,+1 (555) 123-4567,EU,2020-03-29,1
customer724@yahoo.com,Chris,Díaz,020 7946 0958,us,2020-03-29,0
customer234@gmail.com,Ama,López,555.123.4567,united states,2020-03-29,0
customer12@gmail.com,Kofi,González,+81-3-1234-5678,eu,2020-03-30,0
customer100@yahoo.com,Evans,Wang,+81-3-1234-5678,Asia,2020-03-30,0
customer535@yahoo.com,Abena,Kim,+1 (555) 123-4567,eu,2020-03-30,0
customer522@gmail.com,Kwame,Mensah,555.123.4567,US,2020-03-30,0
customer784@yahoo.com,Akosua,Asante,555.123.4567,Asia,2020-03-30,0
customer451@yahoo.com,Yaw,Boateng,invalid-phone,AP,2020-03-30,0
customer430@yahoo.com,Maria,Smith,555.123.4567,EMEA,2020-03-31,0
customer792@gmail.com,José,Johnson,+81-3-1234-5678,USA,2020-03-31,1
customer605@company.com,André,Williams,,europe,2020-03-31,0
customer712@yahoo.com,Léa,Brown,555.123.4567,US,2020-03-31,0
customer532@yahoo.com,François,Jones,5551234567,North America,2020-03-31,0
customer722@company.com,Müller,Garcia,5551234567,EU,2020-03-31,0
customer651@gmail.com,O'Brien,Martínez,+81-3-1234-5678,EU,2020-04-01,0
customer292@yahoo.com,John,Díaz,555.123.4567,united states,2020-04-01,0
customer100@yahoo.com,Jane,López,+1 (555) 123-4567,united states,2020-04-01,0
customer501@gmail.com,Mike,González,5551234567,USA,2020-04-01,1
customer303@gmail.com,Sarah,Wang,,Europe,2020-04-01,0
customer539@company.com,Alex,Kim,+44 20 7946 0958,apac,2020-04-01,1
customer552@gmail.com,Chris,Mensah,555.123.4567,APAC,2020-04-02,1
customer354@gmail.com,Ama,Asante,,EMEA,2020-04-02,0
customer302@company.com,Kofi,Boateng,5551234567,,2020-04-02,0
customer495@gmail.com,Evans,Smith,+1 (555) 123-4567,N/A,2020-04-02,0
customer657@gmail.com,Abena,Johnson,,APAC,2020-04-02,0
customer767@company.com,Kwame,Williams,555.123.4567,US,2020-04-02,0
customer226@yahoo.com,Akosua,Brown,555.123.4567,North America,2020-04-03,0
customer235@yahoo.com,Yaw,Jones,,apac,2020-04-03,0
customer454@yahoo.com,Maria,Garcia,invalid-phone,EU,2020-04-03,0
customer12@gmail.com,José,Martínez,020 7946 0958,,2020-04-03,0
customer209@company.com,André,Díaz,invalid-phone,europe,2020-04-03,0
customer740@company.com,Léa,López,+1 (555) 123-4567,EU,2020-04-03,1
customer396@gmail.com,François,González,invalid-phone,,2020-04-04,0
customer99@gmail.com,Müller,Wang,+44 20 7946 0958,APAC,2020-04-04,0
customer30@gmail.com,O'Brien,Kim,+81-3-1234-5678,N/A,2020-04-04,0
customer527@company.com,John,Mensah,020 7946 0958,N/A,2020-04-04,0
customer648@gmail.com,Jane,Asante,invalid-phone,united states,2020-04-04,0
customer328@yahoo.com,Mike,Boateng,5551234567,N/A,2020-04-04,1
customer165@gmail.com,Sarah,Smith,+1 (555) 123-4567,europe,2020-04-05,0
customer458@company.com,Alex,Johnson,020 7946 0958,europe,2020-04-05,0
customer99@gmail.com,Chris,Williams,020 7946 0958,us,2020-04-05,0
customer620@company.com,Ama,Brown,+81-3-1234-5678,EMEA,2020-04-05,1
customer172@yahoo.com,Kofi,Jones,020 7946 0958,us,2020-04-05,0
customer748@yahoo.com,Evans,Garcia,+44 20 7946 0958,us,2020-04-05,0
customer161@company.com,Abena,Martínez,,Europe,2020-04-06,0
customer727@yahoo.com,Kwame,Díaz,+44 20 7946 0958,apac,2020-04-06,0
customer775@yahoo.com,Akosua,López,invalid-phone,EU,2020-04-06,0
customer262@yahoo.com,Yaw,González,5551234567,eu,2020-04-06,0
,Maria,Wang,5551234567,Europe,2020-04-06,1
customer273@gmail.com,José,Kim,+1 (555) 123-4567,apac,2020-04-06,0
customer2@company.com,André,Mensah,5551234567,eu,2020-04-07,0
customer27@gmail.com,Léa,Asante,555.123.4567,USA,2020-04-07,0
customer325@yahoo.com,François,Boateng,020 7946 0958,,2020-04-07,0
customer148@yahoo.com,Müller,Smith,invalid-phone,N/A,2020-04-07,0
customer539@company.com,O'Brien,Johnson,+81-3-1234-5678,,2020-04-07,0
customer487@yahoo.com,John,Williams,5551234567,EMEA,2020-04-07,1
customer437@company.com,Jane,Brown,5551234567,,2020-04-08,0
customer64@yahoo.com,Mike,Jones,,US,2020-04-08,0
customer355@yahoo.com,Sarah,Garcia,5551234567,,2020-04-08,0
customer532@yahoo.com,Alex,Martínez,+44 20 7946 0958,USA,2020-04-08,0
customer251@company.com,Chris,Díaz,+81-3-1234-5678,North America,2020-04-08,0
customer234@gmail.com,Ama,López,020 7946 0958,eu,2020-04-08,0
customer226@yahoo.com,Kofi,González,+81-3-1234-5678,united states,2020-04-09,0
customer524@company.com,Evans,Wang,,Asia,2020-04-09,1
customer312@gmail.com,Abena,Kim,+44 20 7946 0958,US,2020-04-09,0
customer48@gmail.com,Kwame,Mensah,555.123.4567,EMEA,2020-04-09,0
customer117@gmail.com,Akosua,Asante,+1 (555) 123-4567,APAC,2020-04-09,0
customer53@company.com,Yaw,Boateng,5551234567,us,2020-04-09,1
customer649@yahoo.com,Maria,Smith,invalid-phone,europe,2020-04-10,0
customer564@gmail.com,José,Johnson,+81-3-1234-5678,united states,2020-04-10,0
customer43@yahoo.com,André,Williams,,Europe,2020-04-10,0
customer52@yahoo.com,Léa,Brown,555.123.4567,North America,2020-04-10,0
customer585@gmail.com,François,Jones,+1 (555) 123-4567,US,2020-04-10,0
customer557@company.com,Müller,Garcia,+44 20 7946 0958,united states,2020-04-10,0
customer524@company.com,O'Brien,Martínez,+44 20 7946 0958,EMEA,2020-04-11,0
customer676@yahoo.com,John,Díaz,+1 (555) 123-4567,EU,2020-04-11,0
customer101@company.com,Jane,López,+81-3-1234-5678,eu,2020-04-11,0
customer791@company.com,Mike,González,020 7946 0958,AP,2020-04-11,0
customer769@yahoo.com,Sarah,Wang,555.123.4567,apac,2020-04-11,0
customer397@yahoo.com,Alex,Kim,+81-3-1234-5678,EU,2020-04-11,0
customer137@company.com,Chris,Mensah,555.123.4567,North America,2020-04-12,1
customer674@company.com,Ama,Asante,+1 (555) 123-4567,us,2020-04-12,0
customer386@company.com,Kofi,Boateng,555.123.4567,apac,2020-04-12,1
customer110@company.com,Evans,Smith,5551234567,N/A,2020-04-12,0
customer613@yahoo.com,Abena,Johnson,555.123.4567,US,2020-04-12,0
customer16@yahoo.com,Kwame,Williams,5551234567,USA,2020-04-12,1
customer779@company.com,Akosua,Brown,,us,2020-04-13,0
customer181@yahoo.com,Yaw,Jones,invalid-phone,EMEA,2020-04-13,0
customer535@yahoo.com,Maria,Garcia,,AP,2020-04-13,0
customer540@gmail.com,José,Martínez,+81-3-1234-5678,EU,2020-04-13,0
customer170@company.com,André,Díaz,,US,2020-04-13,0
customer408@gmail.com,Léa,López,555.123.4567,us,2020-04-13,0
customer739@yahoo.com,François,González,555.123.4567,Europe,2020-04-14,0
customer377@company.com,Müller,Wang,,EMEA,2020-04-14,0
customer187@yahoo.com,O'Brien,Kim,invalid-phone,Asia Pacific,2020-04-14,0
customer229@yahoo.com,John,Mensah,555.123.4567,USA,2020-04-14,0
customer118@yahoo.com,Jane,Asante,+1 (555) 123-4567,united states,2020-04-14,0
customer155@company.com,Mike,Boateng,+1 (555) 123-4567,,2020-04-14,0
customer783@gmail.com,Sarah,Smith,+1 (555) 123-4567,apac,2020-04-15,1
customer686@company.com,Alex,Johnson,+81-3-1234-5678,Europe,2020-04-15,0
customer464@company.com,Chris,Williams,+1 (555) 123-4567,EMEA,2020-04-15,1
customer103@yahoo.com,Ama,Brown,+44 20 7946 0958,US,2020-04-15,0
customer603@gmail.com,Kofi,Jones,555.123.4567,US,2020-04-15,0
customer697@yahoo.com,Evans,Garcia,invalid-phone,EMEA,2020-04-15,0
customer794@company.com,Abena,Martínez,,europe,2020-04-16,0
customer501@gmail.com,Kwame,Díaz,invalid-phone,US,2020-04-16,0
customer692@company.com,Akosua,López,+1 (555) 123-4567,apac,2020-04-16,0
customer681@gmail.com,Yaw,González,+44 20 7946 0958,united states,2020-04-16,0
customer698@company.com,Maria,Wang,,us,2020-04-16,1
customer174@gmail.com,José,Kim,invalid-phone,US,2020-04-16,0
customer733@yahoo.com,André,Mensah,,North America,2020-04-17,0
customer744@gmail.com,Léa,Asante,555.123.4567,Europe,2020-04-17,0
customer673@yahoo.com,François,Boateng,,Asia Pacific,2020-04-17,0
customer420@gmail.com,Müller,Smith,,united states,2020-04-17,0
customer133@yahoo.com,O'Brien,Johnson,,AP,2020-04-17,0
customer390@gmail.com,John,Williams,+81-3-1234-5678,North America,2020-04-17,1
customer735@gmail.com,Jane,Brown,020 7946 0958,europe,2020-04-18,0
customer500@company.com,Mike,Jones,020 7946 0958,europe,2020-04-18,0
customer664@yahoo.com,Sarah,Garcia,5551234567,North America,2020-04-18,0
customer32@company.com,Alex,Martínez,5551234567,USA,2020-04-18,0
customer54@gmail.com,Chris,Díaz,+44 20 7946 0958,united states,2020-04-18,0
customer518@company.com,Ama,López,5551234567,APAC,2020-04-18,0
customer755@company.com,Kofi,González,invalid-phone,us,2020-04-19,0
customer637@yahoo.com,Evans,Wang,5551234567,North America,2020-04-19,0
customer11@company.com,Abena,Kim,+44 20 7946 0958,,2020-04-19,0
customer527@company.com,Kwame,Mensah,020 7946 0958,N/A,2020-04-19,0
customer719@company.com,Akosua,Asante,5551234567,North America,2020-04-19,0
customer554@company.com,Yaw,Boateng,+44 20 7946 0958,USA,2020-04-19,0
customer372@gmail.com,Maria,Smith,+81-3-1234-5678,APAC,2020-04-20,0
customer483@gmail.com,José,Johnson,,us,2020-04-20,1
customer646@yahoo.com,André,Williams,020 7946 0958,apac,2020-04-20,1
customer227@company.com,Léa,Brown,+44 20 7946 0958,apac,2020-04-20,0
customer622@yahoo.com,François,Jones,+44 20 7946 0958,North America,2020-04-20,0
customer306@gmail.com,Müller,Garcia,555.123.4567,eu,2020-04-20,0
customer456@gmail.com,O'Brien,Martínez,,Asia,2020-04-21,0
customer159@gmail.com,John,Díaz,+44 20 7946 0958,,2020-04-21,1
customer330@gmail.com,Jane,López,,APAC,2020-04-21,0
customer775@yahoo.com,Mike,González,5551234567,Europe,2020-04-21,1
customer224@company.com,Sarah,Wang,+81-3-1234-5678,eu,2020-04-21,1
customer728@company.com,Alex,Kim,+1 (555) 123-4567,EU,2020-04-21,0
customer503@company.com,Chris,Mensah,020 7946 0958,europe,2020-04-22,0
customer455@company.com,Ama,Asante,invalid-phone,,2020-04-22,0
customer44@company.com,Kofi,Boateng,+1 (555) 123-4567,eu,2020-04-22,1
customer213@gmail.com,Evans,Smith,+81-3-1234-5678,USA,2020-04-22,0
customer58@yahoo.com,Abena,Johnson,,Asia Pacific,2020-04-22,1
customer643@yahoo.com,Kwame,Williams,+44 20 7946 0958,Asia,2020-04-22,0
customer615@gmail.com,Akosua,Brown,invalid-phone,EMEA,2020-04-23,0
customer194@company.com,Yaw,Jones,+1 (555) 123-4567,EMEA,2020-04-23,1
customer488@company.com,Maria,Garcia,,N/A,2020-04-23,0
customer156@gmail.com,José,Martínez,020 7946 0958,,2020-04-23,0
customer609@gmail.com,André,Díaz,020 7946 0958,eu,2020-04-23,0
customer225@gmail.com,Léa,López,555.123.4567,APAC,2020-04-23,0
customer411@gmail.com,François,González,+44 20 7946 0958,europe,2020-04-24,0
customer204@gmail.com,Müller,Wang,,APAC,2020-04-24,0
customer78@gmail.com,O'Brien,Kim,+44 20 7946 0958,EMEA,2020-04-24,1
customer123@gmail.com,John,Mensah,,Europe,2020-04-24,1
customer470@company.com,Jane,Asante,+44 20 7946 0958,US,2020-04-24,0
customer217@yahoo.com,Mike,Boateng,555.123.4567,apac,2020-04-24,0
customer515@company.com,Sarah,Smith,+1 (555) 123-4567,EMEA,2020-04-25,0
customer601@yahoo.com,Alex,Johnson,020 7946 0958,europe,2020-04-25,0
customer103@yahoo.com,Chris,Williams,,AP,2020-04-25,1
customer392@company.com,Ama,Brown,+44 20 7946 0958,,2020-04-25,0
customer630@gmail.com,Kofi,Jones,invalid-phone,united states,2020-04-25,0
customer644@company.com,Evans,Garcia,+1 (555) 123-4567,Asia Pacific,2020-04-25,0
customer607@yahoo.com,Abena,Martínez,555.123.4567,N/A,2020-04-26,0
customer433@yahoo.com,Kwame,Díaz,+1 (555) 123-4567,EMEA,2020-04-26,0
customer330@gmail.com,Akosua,López,,EMEA,2020-04-26,0
customer142@yahoo.com,Yaw,González,+1 (555) 123-4567,,2020-04-26,0
customer799@yahoo.com,Maria,Wang,,APAC,2020-04-26,0
customer539@company.com,José,Kim,+1 (555) 123-4567,EMEA,2020-04-26,0
customer277@yahoo.com,André,Mensah,+1 (555) 123-4567,Asia Pacific,2020-04-27,0
customer232@yahoo.com,Léa,Asante,020 7946 0958,united states,2020-04-27,0
customer528@gmail.com,François,Boateng,5551234567,EU,2020-04-27,0
customer570@gmail.com,Müller,Smith,020 7946 0958,N/A,2020-04-27,0
customer89@company.com,O'Brien,Johnson,555.123.4567,Europe,2020-04-27,0
customer491@company.com,John,Williams,+81-3-1234-5678,EU,2020-04-27,0
customer198@gmail.com,Jane,Brown,+81-3-1234-5678,europe,2020-04-28,0
customer361@yahoo.com,Mike,Jones,5551234567,united states,2020-04-28,1
customer440@company.com,Sarah,Garcia,+1 (555) 123-4567,united states,2020-04-28,1
customer25@yahoo.com,Alex,Martínez,,North America,2020-04-28,0
customer24@gmail.com,Chris,Díaz,+44 20 7946 0958,APAC,2020-04-28,1
customer393@gmail.com,Ama,López,555.123.4567,Asia Pacific,2020-04-28,0
customer506@company.com,Kofi,González,+1 (555) 123-4567,eu,2020-04-29,0
customer300@gmail.com,Evans,Wang,5551234567,USA,2020-04-29,0
customer338@company.com,Abena,Kim,020 7946 0958,eu,2020-04-29,0
customer266@company.com,Kwame,Mensah,555.123.4567,EMEA,2020-04-29,0
customer460@yahoo.com,Akosua,Asante,+44 20 7946 0958,EU,2020-04-29,0
customer692@company.com,Yaw,Boateng,+81-3-1234-5678,,2020-04-29,0
customer455@company.com,Maria,Smith,5551234567,us,2020-04-30,0
customer359@company.com,José,Johnson,+44 20 7946 0958,EMEA,2020-04-30,0
customer67@yahoo.com,André,Williams,+1 (555) 123-4567,USA,2020-04-30,1
customer411@gmail.com,Léa,Brown,+1 (555) 123-4567,Europe,2020-04-30,0
customer490@yahoo.com,François,Jones,020 7946 0958,us,2020-04-30,0
customer48@gmail.com,Müller,Garcia,+81-3-1234-5678,EMEA,2020-04-30,0
customer686@company.com,O'Brien,Martínez,555.123.4567,North America,2020-05-01,0
customer563@company.com,John,Díaz,555.123.4567,Asia,2020-05-01,0
customer101@company.com,Jane,López,020 7946 0958,US,2020-05-01,0
customer215@company.com,Mike,González,020 7946 0958,us,2020-05-01,0
customer437@company.com,Sarah,Wang,020 7946 0958,europe,2020-05-01,0
customer699@gmail.com,Alex,Kim,555.123.4567,North America,2020-05-01,0
customer568@yahoo.com,Chris,Mensah,020 7946 0958,us,2020-05-02,0
customer558@gmail.com,Ama,Asante,020 7946 0958,apac,2020-05-02,0
customer158@company.com,Kofi,Boateng,+1 (555) 123-4567,North America,2020-05-02,0
customer488@company.com,Evans,Smith,invalid-phone,EMEA,2020-05-02,0
customer685@yahoo.com,Abena,Johnson,5551234567,APAC,2020-05-02,0
customer241@yahoo.com,Kwame,Williams,555.123.4567,EMEA,2020-05-02,1
customer793@yahoo.com,Akosua,Brown,020 7946 0958,EU,2020-05-03,1
